Policy Number,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Premium payment
164160,B,33,2,M,Single,4,667,1
148411,A,0,2,M,Married,13,258,0
192465,B,37,2,F,Married,5,493,0
100563,A,5,2,M,Single,14,935,1
125089,B,31,2,M,Single,8,509,1
141320,B,25,2,F,Single,0,905,1
176012,B,35,2,M,Married,3,433,0
170705,B,40,2,F,Married,3,635,1
152452,A,0,2,M,Married,14,422,0
180437,B,22,2,M,Single,1,531,1
162938,B,29,2,F,Single,5,676,1
191541,B,27,2,F,Married,11,134,0
117176,B,34,2,M,Married,13,282,0
127469,B,24,2,F,Single,3,769,1
127819,B,28,2,F,Married,12,221,0
122538,B,27,2,M,Married,9,386,0
177435,C,45,2,M,Single,6,380,0
132714,C,44,2,F,Single,0,457,0
102952,A,6,2,M,Single,1,1313,1
116550,A,6,2,F,Married,15,328,0
190339,A,0,2,M,Single,11,663,1
196340,C,44,2,F,Single,8,418,0
144816,B,16,2,F,Married,9,363,0
115395,B,19,2,M,Married,0,507,1
169076,A,4,2,F,Married,1,482,0
113284,B,30,2,M,Single,10,492,0
166756,A,1,2,F,Single,12,573,1
195739,B,8,2,F,Single,0,461,0
103553,C,50,2,M,Single,15,317,0
199879,A,3,2,M,Married,15,283,0
139540,A,4,2,F,Single,11,447,0
180222,B,22,2,F,Single,4,545,1
100462,C,47,2,F,Married,9,29,0
160739,A,4,2,F,Married,4,525,1
129254,B,23,2,M,Single,3,491,0
146073,A,8,2,M,Married,12,586,1
105765,A,3,2,F,Single,13,474,0
126244,C,45,2,F,Married,14,91,0
145328,C,49,2,M,Single,11,268,0
111474,B,27,2,F,Married,9,342,0
100630,C,49,2,M,Single,12,45,0
196503,A,4,2,F,Married,15,319,0
104732,B,15,2,F,Married,9,346,0
141386,C,42,2,F,Single,12,130,0
166742,B,35,2,M,Single,9,509,1
144787,B,15,2,F,Single,15,438,0
180488,C,44,2,F,Married,3,342,0
153587,A,4,2,F,Married,15,413,0
173739,C,43,2,M,Married,10,247,0
140976,A,6,2,F,Married,12,108,0
123757,B,17,2,M,Single,13,202,0
154193,A,7,2,F,Single,8,664,1
168419,B,12,2,M,Married,10,351,0
196484,B,19,2,M,Married,4,360,0
198997,C,48,2,F,Single,13,50,0
170804,C,51,2,M,Married,14,67,0
134066,C,43,2,F,Single,15,19,0
106694,A,0,2,M,Married,9,539,1
172114,B,20,2,F,Single,8,400,0
109204,B,9,2,M,Single,8,381,0
105817,C,44,2,F,Single,8,424,0
126242,C,44,2,M,Married,6,310,0
158449,C,49,2,F,Single,6,172,0
122575,C,49,2,F,Married,7,141,0
139944,B,35,2,M,Single,14,330,0
130633,B,21,2,F,Single,13,150,0
128995,C,43,2,M,Single,15,51,0
121909,B,34,2,F,Married,9,282,0
176183,B,33,2,F,Married,1,663,1
194863,A,4,2,M,Single,14,478,0
164723,C,49,2,M,Married,3,86,0
171093,B,26,2,M,Married,1,390,0
143585,A,3,2,M,Married,7,800,1
111930,B,28,2,M,Single,3,657,1
115611,A,4,2,M,Married,11,403,0
171375,B,40,2,M,Single,8,490,0
105942,C,43,2,F,Married,13,109,0
107571,A,6,2,F,Single,5,1168,1
115111,C,45,2,M,Married,7,306,0
132327,B,16,2,F,Single,1,663,1
102775,C,47,2,F,Single,14,301,0
106613,C,49,2,M,Single,3,339,0
101826,A,5,2,F,Married,12,260,0
170699,B,30,2,F,Single,14,311,0
132737,C,49,2,F,Single,8,97,0
130887,A,6,2,M,Single,12,877,1
154317,B,36,2,F,Single,6,365,0
163002,A,5,2,F,Married,12,334,0
150449,B,11,2,F,Single,12,265,0
179726,A,0,2,M,Married,7,450,0
185058,B,24,2,M,Single,7,448,0
118109,A,2,2,M,Single,11,817,1
194606,C,47,2,F,Married,10,204,0
142037,A,0,2,F,Married,13,146,0
197341,A,0,2,F,Single,8,704,1
135972,B,25,2,F,Married,3,415,0
169517,A,5,2,F,Married,13,494,0
181679,B,13,2,F,Single,13,340,0
163160,C,47,2,M,Single,6,292,0
103757,C,46,2,M,Married,12,22,0
148211,B,31,2,M,Single,10,500,1
134279,A,4,2,F,Married,12,197,0
138496,B,26,2,M,Single,3,401,0
126383,B,23,2,M,Married,8,379,0
117605,B,38,2,M,Married,12,190,0
170778,C,50,2,M,Single,15,466,0
184004,B,21,2,M,Married,12,287,0
197447,C,45,2,F,Single,10,299,0
153925,C,43,2,F,Married,13,124,0
172404,C,40,2,F,Single,12,271,0
161845,B,35,2,F,Married,6,368,0
150235,B,21,2,M,Single,7,468,0
118396,A,7,2,M,Married,11,695,1
179121,A,4,2,M,Single,13,745,1
104814,B,12,2,M,Single,10,490,0
111331,B,26,2,M,Married,11,356,0
123990,C,52,2,F,Single,6,448,0
164530,B,32,2,M,Married,1,621,1
161053,B,40,2,M,Single,1,713,1
187466,A,1,2,M,Married,7,544,1
145283,A,2,2,M,Single,11,925,1
166965,B,12,2,F,Single,15,471,0
153236,B,27,2,M,Married,15,190,0
103922,A,3,2,F,Married,15,330,0
182799,B,9,2,M,Married,14,324,0
141485,B,21,2,M,Married,7,378,0
158633,A,6,2,M,Married,15,336,0
196695,A,3,2,F,Married,15,289,0
119856,C,47,2,F,Married,11,17,0
120132,A,5,2,M,Married,12,229,0
145564,A,6,2,F,Married,15,325,0
123680,C,52,2,F,Married,0,491,0
143546,A,2,2,M,Married,15,283,0
109348,A,0,2,M,Married,13,233,0
134903,B,26,2,F,Single,13,396,0
119068,A,1,2,F,Single,14,265,0
161458,B,27,2,F,Single,11,391,0
191104,B,39,2,M,Single,2,507,1
137538,C,41,2,F,Single,0,194,0
188907,B,19,2,M,Married,7,353,0
123531,C,44,2,M,Single,8,178,0
127482,A,1,2,M,Single,12,622,1
141122,C,46,2,M,Single,12,204,0
152196,B,14,2,F,Married,1,509,1
183463,C,48,2,M,Single,6,148,0
153102,A,0,2,M,Married,11,374,0
161436,C,47,2,F,Single,1,503,1
158718,B,22,2,F,Married,6,280,0
112839,A,0,2,M,Married,13,643,1
105157,B,12,2,M,Single,7,473,0
123482,B,7,2,F,Single,9,431,0
157038,B,21,2,F,Married,7,336,0
178976,C,49,2,F,Single,3,253,0
156002,B,33,2,F,Single,6,370,0
105117,C,48,2,M,Single,14,197,0
108779,B,41,2,F,Single,13,317,0
137741,C,42,2,F,Married,13,25,0
114977,B,25,2,F,Married,6,338,0
127432,A,1,2,F,Single,15,406,0
104075,A,6,2,F,Single,6,781,1
134218,B,28,2,M,Single,4,897,1
179012,A,8,2,M,Single,3,2879,1
121591,C,44,2,M,Single,7,144,0
112145,B,22,2,M,Single,11,225,0
103951,C,51,2,F,Single,2,231,0
186838,A,0,2,F,Married,12,479,0
123743,A,6,2,M,Single,10,791,1
158241,A,8,2,F,Married,11,112,0
126648,C,46,2,F,Single,10,45,0
190540,B,13,2,F,Single,7,396,0
122577,B,14,2,F,Married,9,293,0
112717,A,2,2,M,Single,6,747,1
173603,B,7,2,F,Single,8,376,0
167642,B,17,2,F,Single,12,398,0
176955,C,47,2,M,Single,10,44,0
114391,B,22,2,M,Married,15,320,0
147082,A,1,2,M,Married,14,380,0
148430,C,40,2,M,Single,6,97,0
159161,B,30,2,F,Single,4,710,1
123887,C,45,2,M,Married,9,307,0
149269,C,51,2,F,Married,9,69,0
148111,B,33,2,M,Single,7,508,1
109686,C,47,2,F,Single,1,247,0
169527,B,32,2,M,Single,1,414,0
134255,B,11,2,M,Single,9,416,0
113488,A,5,2,F,Married,14,206,0
114424,C,46,2,F,Single,14,247,0
175968,A,0,2,M,Married,5,783,1
118484,C,48,2,F,Single,3,308,0
171107,A,0,2,F,Single,7,764,1
112823,C,48,2,F,Single,7,38,0
159367,A,5,2,M,Married,13,509,1
195932,A,6,2,M,Married,3,886,1
110871,A,2,2,F,Single,13,484,0
154704,A,0,2,M,Married,2,679,1
157932,B,16,2,F,Married,11,317,0
141826,C,52,2,M,Single,15,71,0
144857,C,42,2,F,Single,6,326,0
184204,B,7,2,F,Single,8,387,0
140122,A,6,2,M,Married,14,247,0
102755,B,28,2,F,Single,0,797,1
159058,C,53,2,M,Married,15,64,0
101432,B,37,2,M,Married,1,450,0
184138,A,0,2,F,Married,7,244,0
123781,B,25,2,M,Married,1,402,0
187221,B,28,2,M,Single,9,504,1
109388,A,4,2,F,Married,15,266,0
123921,A,2,2,M,Single,15,523,1
112786,A,0,2,M,Married,1,721,1
150589,B,29,2,M,Single,15,411,0
159188,C,46,2,F,Married,6,201,0
144713,A,2,2,M,Single,12,927,1
170235,C,49,2,F,Married,1,352,0
139513,B,40,2,F,Married,0,675,1
156850,B,9,2,F,Single,13,272,0
169584,A,6,2,M,Single,5,899,1
182583,A,0,2,M,Married,12,631,1
143333,C,41,2,F,Married,8,311,0
118394,B,33,2,F,Single,7,379,0
105130,A,8,2,F,Single,0,1022,1
105145,A,1,2,M,Single,15,547,1
100128,A,8,2,M,Single,9,1121,1
138937,A,6,2,M,Single,11,1009,1
187602,B,15,2,F,Single,3,357,0
139004,A,5,2,F,Single,15,260,0
164991,B,26,2,F,Single,10,385,0
176412,C,43,2,M,Single,12,176,0
180886,A,0,2,F,Single,8,643,1
108871,B,18,2,M,Married,6,378,0
136762,A,4,2,F,Single,14,689,1
101880,A,1,2,M,Single,15,305,0
108926,B,36,2,F,Married,3,442,0
174109,B,18,2,F,Married,8,325,0
170159,C,47,2,F,Single,11,330,0
115261,C,51,2,F,Single,9,340,0
116039,B,19,2,M,Single,10,478,0
189218,C,39,2,M,Single,9,211,0
137380,C,50,2,M,Married,9,115,0
102284,A,3,2,F,Single,11,775,1
184484,C,45,2,F,Married,12,180,0
176182,A,3,2,F,Married,15,276,0
166634,C,51,2,M,Married,5,57,0
100459,B,25,2,M,Single,1,944,1
147616,B,40,2,M,Married,15,203,0
175469,A,5,2,F,Married,9,301,0
147552,A,2,2,F,Single,9,874,1
154901,C,45,2,M,Married,8,199,0
108396,B,26,2,M,Single,3,678,1
189283,B,31,2,M,Married,10,339,0
132480,C,41,2,F,Married,9,198,0
198213,B,12,2,M,Married,0,720,1
122834,B,25,2,F,Single,8,381,0
189925,A,0,2,F,Married,12,249,0
189219,B,27,2,F,Single,4,596,1
150881,B,17,2,F,Single,14,244,0
105593,C,47,2,F,Married,15,123,0
149667,A,1,2,F,Single,14,369,0
114595,A,3,2,M,Married,8,714,1
146307,B,21,2,F,Single,10,427,0
158450,B,25,2,M,Married,13,337,0
155552,B,37,2,M,Single,11,395,0
186816,C,42,2,M,Married,13,142,0
161762,B,9,2,M,Married,2,472,0
147554,A,1,2,M,Single,14,414,0
104175,C,44,2,F,Married,11,242,0
177466,B,34,2,F,Single,13,355,0
156841,B,25,2,F,Married,6,302,0
135025,B,33,2,M,Married,12,339,0
156786,A,0,2,F,Married,12,206,0
178879,C,52,2,F,Single,14,20,0
115905,A,7,2,F,Married,2,654,1
166139,C,46,2,F,Married,12,128,0
151723,B,32,2,F,Single,11,349,0
161785,C,43,2,M,Married,3,471,0
100471,B,37,2,F,Single,5,407,0
190502,A,2,2,F,Married,11,198,0
126976,A,0,2,F,Married,14,193,0
100647,A,0,2,F,Single,13,481,0
154758,A,0,2,M,Married,12,276,0
137894,A,5,2,M,Married,9,576,1
118524,A,2,2,M,Single,12,1207,1
116660,B,20,2,M,Married,3,423,0
181279,B,22,2,F,Single,6,366,0
144598,A,3,2,F,Married,9,337,0
133968,B,9,2,F,Married,5,382,0
166748,B,27,2,F,Married,9,320,0
116806,B,14,2,F,Single,5,775,1
127584,B,23,2,M,Married,1,641,1
161015,C,39,2,F,Single,14,165,0
157560,C,40,2,M,Married,10,94,0
176667,A,3,2,F,Single,5,872,1
182567,A,0,2,F,Single,12,572,1
152681,B,38,2,F,Married,5,560,1
156704,C,45,2,F,Single,6,84,0
176917,B,29,2,F,Married,15,161,0
148262,A,5,2,F,Single,14,535,1
197445,C,48,2,M,Single,1,71,0
170069,C,44,2,M,Married,6,319,0
153050,A,1,2,F,Single,1,735,1
149404,A,5,2,M,Married,8,425,0
165527,A,4,2,F,Single,12,385,0
182326,C,40,2,M,Married,14,34,0
121238,B,23,2,M,Single,2,797,1
196114,C,44,2,M,Single,9,470,0
132371,C,43,2,F,Married,11,100,0
141510,A,5,2,F,Single,3,589,1
105960,A,3,2,F,Single,12,599,1
166770,C,46,2,M,Single,0,843,1
119447,A,0,2,F,Single,15,374,0
119006,B,19,2,F,Married,15,301,0
122194,A,0,2,M,Single,13,695,1
176859,C,50,2,M,Single,7,61,0
101304,B,12,2,F,Married,9,322,0
112100,B,18,2,F,Single,1,880,1
191220,B,6,2,M,Single,11,209,0
191111,C,39,2,M,Married,14,116,0
108447,A,5,2,F,Married,10,391,0
144431,A,6,2,F,Married,1,485,0
114134,A,5,2,F,Married,12,299,0
153974,B,11,2,M,Single,6,430,0
168682,C,48,2,M,Single,7,158,0
177393,B,25,2,F,Single,7,366,0
161544,B,8,2,M,Single,9,481,0
120200,B,20,2,F,Married,15,353,0
133635,B,18,2,F,Married,13,144,0
128006,B,8,2,M,Married,7,368,0
118493,C,41,2,F,Single,4,498,0
172030,A,0,2,F,Single,11,656,1
115139,A,0,2,M,Married,10,469,0
127089,B,21,2,M,Single,15,429,0
158680,B,40,2,F,Single,13,343,0
151406,A,0,2,M,Married,13,665,1
107195,A,2,2,F,Single,8,526,1
159319,A,6,2,F,Single,14,496,0
137250,C,44,2,F,Single,10,269,0
126506,A,7,2,M,Married,11,674,1
163510,B,38,2,M,Single,10,504,1
133507,B,38,2,F,Married,6,316,0
141133,B,29,2,M,Married,9,387,0
189812,B,35,2,M,Single,7,438,0
147113,C,45,2,F,Single,11,149,0
153859,C,50,2,F,Single,13,88,0
110207,A,8,2,M,Married,10,537,1
122307,A,3,2,F,Married,15,166,0
176932,B,39,2,F,Single,3,616,1
165410,A,2,2,F,Married,3,837,1
107981,B,14,2,F,Single,1,562,1
151503,A,7,2,M,Single,13,551,1
139639,C,47,2,M,Married,4,276,0
130522,A,3,2,F,Single,15,821,1
195537,C,51,2,F,Married,12,145,0
122762,A,4,2,F,Married,15,272,0
189548,C,43,2,F,Married,6,35,0
117119,B,34,2,M,Single,0,723,1
118768,C,52,2,F,Married,6,118,0
143224,A,0,2,M,Married,12,282,0
157831,B,19,2,F,Single,0,834,1
164683,B,29,2,M,Single,2,605,1
131576,B,13,2,F,Married,8,323,0
196398,C,41,2,M,Single,11,114,0
143659,C,51,2,M,Married,13,248,0
158472,C,47,2,F,Married,6,30,0
120939,C,48,2,F,Single,10,239,0
129139,A,4,2,F,Married,12,264,0
146192,B,35,2,F,Single,7,498,0
107757,A,3,2,F,Single,12,627,1
155171,B,15,2,M,Single,1,865,1
153916,A,5,2,F,Married,15,459,0
155334,C,47,2,M,Married,9,125,0
156509,B,27,2,M,Married,11,243,0
120604,B,29,2,F,Married,10,311,0
134674,A,2,2,F,Single,10,742,1
118706,C,41,2,M,Single,10,346,0
149446,A,3,2,F,Single,6,400,0
118623,C,44,2,F,Single,4,289,0
177515,B,23,2,F,Married,6,327,0
122484,B,8,2,F,Single,2,430,0
100094,C,48,2,M,Married,6,108,0
115013,B,36,2,M,Single,9,458,0
177328,C,52,2,M,Married,10,200,0
148703,B,29,2,F,Married,2,607,1
185682,A,0,2,M,Married,14,299,0
171414,C,41,2,F,Married,12,19,0
130143,B,21,2,F,Married,3,627,1
158690,B,26,2,M,Married,15,118,0
134652,A,0,2,M,Married,9,544,1
177949,B,11,2,M,Single,2,596,1
185447,B,6,2,F,Married,10,309,0
170210,C,44,2,F,Single,11,35,0
185134,A,0,2,F,Married,14,247,0
158163,C,44,2,M,Married,12,194,0
179633,B,34,2,F,Married,13,263,0
166365,B,11,2,F,Single,13,358,0
161573,A,7,2,F,Married,10,347,0
164101,B,13,2,F,Single,1,543,1
129947,C,43,2,M,Married,0,154,0
188246,B,16,2,F,Married,8,371,0
194063,C,46,2,M,Married,11,126,0
190934,A,3,2,F,Married,14,145,0
190026,A,1,2,M,Single,3,3462,1
135045,B,32,2,F,Married,3,592,1
189085,B,24,2,F,Single,3,630,1
182547,A,0,2,F,Single,15,229,0
158330,B,14,2,M,Single,14,243,0
188725,C,46,2,F,Married,14,47,0
161914,A,0,2,F,Single,11,594,1
186995,C,52,2,F,Single,13,15,0
105979,B,38,2,M,Single,2,566,1
162797,A,8,2,F,Single,13,351,0
149191,C,44,2,F,Single,10,298,0
186379,B,24,2,F,Single,13,177,0
126078,B,7,2,M,Single,8,464,0
157804,C,51,2,F,Married,3,109,0
136504,A,0,2,F,Married,15,98,0
141554,C,40,2,F,Married,1,172,0
115199,B,29,2,F,Married,13,144,0
183979,A,0,2,M,Married,11,318,0
198681,A,2,2,M,Married,11,216,0
180991,C,49,2,F,Single,13,109,0
157423,A,7,2,M,Married,8,443,0
139580,A,0,2,F,Married,12,497,0
125623,A,0,2,F,Married,12,206,0
129821,A,2,2,M,Single,13,259,0
155538,B,41,2,M,Married,3,626,1
197113,B,28,2,F,Married,7,339,0
166615,C,43,2,M,Single,13,158,0
155271,C,45,2,M,Single,14,364,0
162636,A,0,2,M,Married,15,422,0
106000,B,17,2,F,Married,6,353,0
107011,A,0,2,F,Single,6,885,1
117148,B,11,2,F,Married,9,285,0
109523,A,2,2,M,Single,14,689,1
134080,B,8,2,F,Married,4,533,1
174624,C,52,2,M,Married,10,151,0
148106,B,14,2,F,Married,15,317,0
117351,B,25,2,F,Married,5,625,1
156221,A,3,2,M,Single,13,376,0
179804,B,15,2,M,Single,10,447,0
157654,C,53,2,F,Married,4,36,0
170137,A,0,2,M,Single,15,236,0
144259,C,50,2,F,Single,5,62,0
184100,B,40,2,M,Single,8,419,0
190433,A,1,2,F,Married,15,137,0
113175,C,46,2,F,Single,13,324,0
154652,B,29,2,F,Single,7,410,0
166282,C,50,2,F,Married,3,142,0
144597,A,0,2,M,Married,12,415,0
155038,A,4,2,M,Married,7,446,0
107639,B,28,2,M,Married,9,337,0
129160,B,34,2,M,Married,1,788,1
105156,C,43,2,M,Single,0,179,0
163688,C,49,2,M,Married,8,108,0
111176,B,33,2,M,Married,3,583,1
196869,B,27,2,F,Married,0,382,0
111279,C,49,2,M,Single,14,37,0
104536,C,43,2,F,Married,8,275,0
182908,B,12,2,F,Single,7,353,0
146674,C,44,2,M,Married,10,40,0
141220,B,35,2,M,Married,15,229,0
131455,C,47,2,M,Married,11,103,0
180500,C,50,2,F,Married,11,16,0
113556,B,21,2,F,Married,10,392,0
175813,B,35,2,M,Single,14,374,0
163089,B,20,2,M,Married,10,419,0
151790,B,20,2,M,Married,13,223,0
111550,C,44,2,M,Married,10,54,0
186745,B,19,2,M,Single,5,667,1
161232,B,39,2,M,Single,10,551,1
132954,A,3,2,F,Married,13,327,0
172385,C,50,2,M,Married,1,241,0
153469,B,35,2,M,Single,9,492,0
107638,C,42,2,M,Married,7,72,0
184354,B,23,2,M,Single,12,466,0
134418,C,49,2,F,Married,4,171,0
174843,C,51,2,F,Single,8,71,0
169513,B,23,2,F,Married,11,236,0
135712,C,40,2,F,Single,14,305,0
153842,C,51,2,F,Single,7,86,0
179032,C,50,2,M,Married,1,161,0
183896,B,42,2,F,Single,14,338,0
186576,A,2,2,M,Single,10,673,1
165660,A,4,2,F,Single,6,561,1
110533,C,43,2,F,Single,10,215,0
167013,B,37,2,F,Married,12,265,0
106099,C,49,2,F,Married,5,232,0
139396,B,11,2,F,Single,15,201,0
145441,B,38,2,M,Married,7,366,0
173200,B,18,2,M,Single,15,168,0
124081,C,45,2,F,Married,5,477,0
157657,C,52,2,F,Married,13,201,0
178127,B,36,2,M,Married,9,386,0
171246,B,13,2,F,Single,11,409,0
145615,A,4,2,M,Married,12,627,1
117760,C,42,2,F,Single,3,421,0
166179,B,9,2,M,Single,6,487,0
163589,B,31,2,M,Married,11,191,0
191530,B,32,2,F,Married,5,618,1
154175,A,0,2,M,Single,11,325,0
192640,C,42,2,F,Single,8,41,0
179754,A,2,2,F,Married,14,383,0
118544,B,41,2,M,Single,12,291,0
107940,C,48,2,M,Married,2,65,0
165057,B,12,2,M,Married,14,181,0
179573,B,31,2,F,Married,3,510,1
102006,A,5,2,M,Single,10,745,1
195900,A,4,2,F,Married,11,211,0
175888,A,0,2,F,Single,11,563,1
128818,A,5,2,M,Single,11,813,1
132619,B,12,2,F,Married,8,308,0
126919,B,23,2,M,Single,13,329,0
169431,A,1,2,M,Single,11,704,1
125320,B,26,2,M,Single,13,417,0
188388,C,50,2,F,Married,11,107,0
157327,C,45,2,F,Married,9,34,0
114199,B,16,2,F,Single,9,326,0
168941,B,17,2,F,Married,13,321,0
120599,A,7,2,F,Married,14,385,0
136647,A,0,2,F,Married,14,331,0
160839,B,32,2,F,Single,9,405,0
132110,A,4,2,M,Single,15,820,1
130198,B,19,2,F,Married,0,289,0
127183,C,46,2,F,Single,14,67,0
122621,B,10,2,M,Married,12,157,0
150203,B,34,2,F,Married,11,352,0
103790,B,6,2,M,Married,6,393,0
118321,A,7,2,M,Married,14,458,0
141504,B,28,2,M,Married,14,381,0
193733,B,40,2,M,Married,7,394,0
176575,A,3,2,M,Single,15,638,1
123383,B,23,2,M,Married,11,258,0
133587,B,31,2,F,Single,5,614,1
186771,C,47,2,M,Single,7,109,0
163469,B,8,2,M,Single,3,550,1
125000,C,51,2,F,Married,7,135,0
167718,B,16,2,M,Single,4,663,1
140438,A,5,2,M,Single,13,339,0
133604,C,51,2,F,Married,1,60,0
133690,B,36,2,F,Married,7,305,0
162269,C,44,2,F,Single,6,447,0
107487,C,44,2,F,Married,9,201,0
135944,C,39,2,F,Single,7,39,0
104070,A,0,2,M,Married,13,307,0
188873,A,0,2,M,Married,8,768,1
195928,C,49,2,M,Married,7,186,0
198962,B,13,2,F,Married,0,312,0
130222,B,37,2,F,Married,6,314,0
156402,A,3,2,F,Single,3,526,1
176415,C,47,2,F,Single,15,188,0
158545,C,48,2,M,Single,7,371,0
160455,C,42,2,M,Married,6,168,0
176805,B,32,2,M,Single,10,491,0
107847,B,31,2,M,Married,0,385,0
102878,C,49,2,F,Married,15,181,0
185142,A,4,2,M,Single,5,1555,1
134152,B,20,2,F,Married,8,345,0
171611,B,10,2,F,Married,10,306,0
119061,A,2,2,F,Married,4,282,0
167948,B,29,2,F,Single,14,187,0
173426,B,8,2,M,Married,3,507,1
115899,A,0,2,M,Single,3,1481,1
175941,B,18,2,M,Married,13,194,0
139817,A,0,2,M,Single,12,945,1
179608,C,46,2,F,Single,6,219,0
134402,B,12,2,M,Married,11,403,0
155600,B,8,2,F,Single,9,313,0
168515,A,0,2,F,Single,12,260,0
159207,B,17,2,M,Married,6,379,0
132245,B,35,2,M,Married,10,325,0
172921,A,7,2,F,Single,12,239,0
132218,C,42,2,F,Single,14,229,0
168735,A,5,2,F,Married,12,292,0
157592,A,0,2,M,Married,13,651,1
126180,B,10,2,F,Single,0,622,1
151715,A,0,2,M,Married,3,824,1
103382,A,1,2,F,Married,15,116,0
143279,C,47,2,F,Single,7,249,0
123788,A,6,2,F,Married,8,449,0
115748,C,53,2,M,Single,6,399,0
103669,B,35,2,M,Single,1,436,0
171682,A,0,2,F,Single,11,626,1
193842,C,50,2,F,Single,10,377,0
121786,A,0,2,M,Single,15,624,1
199916,B,16,2,F,Single,1,587,1
101350,C,50,2,M,Single,9,210,0
105618,A,0,2,M,Married,9,648,1
180071,A,2,2,F,Married,12,248,0
145565,A,1,2,M,Single,3,1555,1
130124,B,41,2,M,Single,14,453,0
114991,B,19,2,F,Married,6,361,0
158771,A,6,2,F,Married,15,252,0
146548,A,0,2,M,Single,14,213,0
129885,C,45,2,M,Single,9,46,0
193336,B,27,2,F,Single,7,426,0
162861,C,50,2,F,Single,14,57,0
164933,A,0,2,M,Single,12,544,1
199853,A,0,2,F,Married,11,466,0
148338,C,48,2,F,Married,9,280,0
168122,A,0,2,F,Married,6,257,0
193819,B,24,2,F,Single,9,381,0
133367,A,0,2,M,Married,12,212,0
128381,B,11,2,F,Single,9,364,0
140768,A,1,2,F,Single,11,325,0
180898,B,33,2,M,Married,12,252,0
140016,B,27,2,F,Single,4,601,1
145490,B,29,2,F,Single,8,428,0
166533,A,0,2,M,Married,14,668,1
172068,B,14,2,F,Married,6,342,0
189719,B,20,2,F,Married,9,339,0
191006,B,41,2,F,Married,7,321,0
190943,C,44,2,M,Single,11,103,0
152440,C,49,2,F,Married,5,68,0
160027,A,6,2,F,Married,13,229,0
196570,B,33,2,M,Single,13,377,0
122191,B,34,2,F,Single,13,251,0
104751,B,36,2,M,Single,14,285,0
107276,B,25,2,M,Single,10,417,0
195724,B,33,2,M,Married,15,295,0
106673,B,36,2,M,Married,6,374,0
116475,A,6,2,F,Single,12,597,1
152927,B,28,2,M,Married,10,343,0
125573,B,27,2,M,Married,10,390,0
100174,A,5,2,F,Single,14,264,0
130896,B,32,2,M,Married,9,342,0
120879,A,0,2,F,Single,11,807,1
105434,A,7,2,F,Single,4,736,1
181356,A,1,2,F,Married,11,228,0
167095,B,31,2,M,Married,3,635,1
179669,A,6,2,M,Married,12,331,0
172312,A,0,2,F,Married,13,249,0
166669,B,16,2,F,Married,4,471,0
137693,A,3,2,M,Married,6,485,0
161733,A,4,2,M,Single,3,805,1
148145,A,4,2,F,Single,11,467,0
171418,A,4,2,M,Single,14,910,1
124052,C,47,2,F,Married,6,119,0
176412,B,28,2,M,Single,13,435,0
178621,C,44,2,M,Married,9,103,0
129428,B,26,2,F,Single,6,442,0
126210,C,41,2,F,Single,10,74,0
177612,B,5,2,M,Single,3,621,1
197354,C,45,2,M,Married,9,181,0
129952,B,17,2,M,Single,13,451,0
147466,B,29,2,F,Married,9,325,0
159023,B,14,2,F,Married,12,294,0
164065,A,8,2,F,Married,11,354,0
153850,A,0,2,M,Married,7,617,1
131739,B,23,2,F,Single,1,495,0
180189,A,4,2,M,Single,12,748,1
180042,B,20,2,F,Married,12,157,0
138790,C,45,2,M,Married,15,94,0
117985,A,0,2,M,Single,14,644,1
124859,A,0,2,F,Married,7,444,0
135180,A,6,2,F,Single,7,441,0
129464,A,1,2,M,Single,15,354,0
120439,B,13,2,M,Single,4,504,1
101288,B,40,2,M,Married,13,357,0
193981,C,45,2,M,Married,15,61,0
132958,A,0,2,F,Married,13,155,0
149229,A,6,2,F,Single,15,314,0
105919,C,51,2,M,Married,13,191,0
146771,B,30,2,M,Married,9,390,0
155407,B,13,2,M,Married,11,285,0
121508,A,4,2,M,Married,14,448,0
181868,B,19,2,F,Single,9,367,0
127032,A,4,2,F,Single,11,361,0
111507,B,27,2,F,Single,10,411,0
134245,A,5,2,F,Married,13,168,0
122916,A,3,2,F,Single,10,524,1
129060,C,45,2,M,Married,10,130,0
185606,C,49,2,F,Single,10,302,0
100710,A,6,2,F,Married,7,310,0
192464,B,15,2,F,Married,8,310,0
128479,B,39,2,F,Single,3,751,1
102838,C,44,2,F,Single,9,195,0
186464,B,19,2,M,Single,0,836,1
134071,B,38,2,F,Married,10,352,0
106544,C,46,2,F,Married,7,32,0
138708,B,31,2,M,Single,2,711,1
128826,C,44,2,M,Married,6,129,0
150354,A,0,2,M,Married,14,193,0
149081,A,5,2,F,Married,15,441,0
147112,A,0,2,M,Married,10,591,1
149545,A,0,2,M,Single,9,623,1
199365,A,0,2,F,Single,12,440,0
111995,B,12,2,M,Single,4,583,1
145440,A,6,2,M,Single,0,1204,1
183366,A,8,2,M,Single,11,1200,1
150533,A,0,2,M,Single,11,615,1
193020,B,29,2,F,Single,1,509,1
185901,B,21,2,M,Married,10,384,0
142640,B,14,2,M,Single,8,544,1
128601,B,6,2,M,Married,11,201,0
155201,A,6,2,F,Single,0,773,1
153042,B,28,2,F,Married,10,335,0
171705,B,12,2,M,Married,3,515,1
180073,B,11,2,M,Single,10,452,0
